beer_name,beer_type,beer_abv,beer_ibu,rating_score,global_rating_score,photo_url
Superhop,IPA - American,6.0,60,4.25,3.82,https://untappd.s3.amazonaws.com/photo/2016_09_19/dbe6dbc574da0dbb32d97fe624c39be0_raw.jpg
Yellow Donkey,Blonde Ale,5.0,19,3.75,3.6,https://untappd.s3.amazonaws.com/photo/2016_09_19/68b8285054d33b8963c382c5491e5fd0_raw.jpg
Red Donkey,Red Ale - Other,5.6,26,3.5,3.58,https://untappd.s3.amazonaws.com/photo/2016_09_19/fe406dc6f3bc2cf6a97d8c81b1ea730a_raw.jpg
Young's Bitter,English Bitter,4.5,0,3.0,3.24,https://untappd.s3.amazonaws.com/photo/2016_09_19/40f5d67b8c9ac8ff8d2885b41d8c8bd2_raw.jpg
Soleyera,Rye Beer,4.2,40,3.25,3.68,https://untappd.s3.amazonaws.com/photo/2016_09_19/ee7ae0ac94145c5d8227e1f136fa8897_raw.jpg
Resin,IPA - Imperial / Double,9.1,103,4.25,3.97,https://untappd.s3.amazonaws.com/photo/2016_09_19/8caf97985319042a1e4c2af5a8e80917_raw.jpg
Sapporo Premium Beer,Lager - Pale,4.9,18,3.25,3.16,https://untappd.s3.amazonaws.com/photo/2016_09_19/a8f1877da8e1007af42dab60a6eb8bd4_raw.jpg
Hobo Chic,IPA - Imperial / Double,8.0,90,3.75,3.8,https://untappd.s3.amazonaws.com/photo/2016_09_19/fe2c20b44cf718e958e695b92a209e21_raw.jpg
Moriau Oude Geuze Vieille,Lambic - Gueuze,7.0,0,3.5,3.82,https://untappd.s3.amazonaws.com/photo/2016_09_19/9e51dc0e0d3ba2b71ffdb9f0c3dcd14e_raw.jpg
Bohío,Barleywine - American,10.4,11,2.75,3.57,https://untappd.s3.amazonaws.com/photo/2016_09_19/82d1bfd1e30311cb4ae04db1a8d08eb2_raw.jpg
Birra Ichnusa,Lager - Pale,4.7,0,3.0,2.9,https://untappd.s3.amazonaws.com/photo/2016_09_19/3b5d780db9448b304aa17276fbc3b01d_raw.jpg
Gonzo Imperial Porter,Porter - Imperial / Double,10.0,85,4.25,3.81,https://untappd.s3.amazonaws.com/photo/2016_09_19/4c4b2f011f3da7fe63cdcae6e8a0c101_raw.jpg
Kentucky Breakfast Stout (KBS),Stout - Imperial / Double Coffee,12.0,70,4.75,4.42,https://untappd.s3.amazonaws.com/photo/2016_09_20/bac8756be22f0d9bd58a107630dab522_raw.jpg
Vendimia 2015,Belgian Tripel,8.0,0,3.75,3.73,https://untappd.s3.amazonaws.com/photo/2016_09_20/64811d5808525d37d71c0939bdde0d91_raw.jpg
Big Bear Black Stout™,Stout - Imperial / Double,8.1,55,3.75,3.77,https://untappd.s3.amazonaws.com/photo/2016_09_20/2746f0e972447142afa68de13d1bd83e_raw.jpg
Hop Time,IPA - Imperial / Double,8.5,0,4.5,3.76,https://untappd.s3.amazonaws.com/photo/2016_09_20/74ec07b84d0e613b62bd137456193217_raw.jpg
High Wire Grapefruit,Pale Ale - American,5.5,35,2.75,3.6,https://untappd.s3.amazonaws.com/photo/2016_09_20/a4e0fce08a066ca310362a4041ed68a7_raw.jpg
Nightmare On 18th Street,Pale Ale - American,6.0,0,3.75,3.87,https://untappd.s3.amazonaws.com/photo/2016_09_20/bc8c065ad213824a559ae699db313d9a_raw.jpg
Shredder,Wheat Beer - Witbier,4.5,0,3.5,3.61,https://untappd.s3.amazonaws.com/photo/2016_09_20/5ea68259a3a54aa06f486036733f7716_raw.jpg
American Black IPA,IPA - Black / Cascadian Dark Ale,4.2,0,3.5,3.1,https://untappd.s3.amazonaws.com/photo/2016_09_20/05ee13785d0dfe193bcd41e2a711f127_raw.jpg
IPA 7,IPA - American,7.0,100,1.0,3.8,https://untappd.s3.amazonaws.com/photo/2016_09_20/ab7804cf3913b775dcc8ec66ed00eacd_raw.jpg
Bubble Gose,Sour - Fruited Gose,5.5,0,3.25,3.52,https://untappd.s3.amazonaws.com/photo/2016_09_20/7dc0b9024227a559ce50beee9541c921_raw.jpg
Pale Ale Mosaic Columbus Zeus,Pale Ale - American,5.2,0,4.5,3.89,https://untappd.s3.amazonaws.com/photo/2016_09_20/8707c14e5bf9d83ed11bbe8d9370c9ba_raw.jpg
All Day IPA,IPA - Session / India Session Ale,4.7,42,3.5,3.71,https://untappd.s3.amazonaws.com/photo/2016_09_20/368a2b071ee05f9fc3d56d9af0178256_raw.jpg
Liberty Ale,IPA - American,5.9,47,3.25,3.48,https://untappd.s3.amazonaws.com/photo/2016_09_20/4a2e9614252bdf992879d9256283c651_raw.jpg
Brunehaut Blanche Organic & Gluten Free,Gluten-Free,5.5,15,3.0,3.06,https://untappd.s3.amazonaws.com/photo/2016_09_22/04a49008b672fbb43b90b2c6612d2d92_raw.jpg
Blonde Ale,Gluten-Free,4.5,25,3.5,3.44,https://untappd.s3.amazonaws.com/photo/2016_09_22/f32866ddf0d2301c96502e835374d800_raw.jpg
Gluten Free Lager (Bezlepkový ležák),Gluten-Free,4.9,34,3.5,3.02,https://untappd.s3.amazonaws.com/photo/2016_09_22/531298acef230cb70d02a1503f96c116_raw.jpg
Reparationsbajer,Gluten-Free,5.8,65,3.75,3.56,https://untappd.s3.amazonaws.com/photo/2016_09_22/9d7dd3a7ce9dd828f36e4411c01832ca_raw.jpg
Lemongrass IPA,IPA - American,6.0,0,3.5,3.68,https://untappd.s3.amazonaws.com/photo/2016_09_23/e60774ca1ae491c0876444dd6c873d7f_raw.jpg
Blood Orange IPA,IPA - Rye,6.2,41,3.5,3.74,https://untappd.s3.amazonaws.com/photo/2016_09_23/00afedcbd17e74cdafc625e94e4d3fcc_raw.jpg
POGO,Fruit Beer,4.1,20,3.25,3.67,https://untappd.s3.amazonaws.com/photo/2016_09_23/40013652fe7420b68310fbcac8b3db08_raw.jpg
Big A IPA,IPA - Imperial / Double,8.2,99,3.75,3.73,https://untappd.s3.amazonaws.com/photo/2016_09_23/482572658cc3f63896ec4e71bf2e90ed_raw.jpg
Hitachino Nest Japanese Classic Ale,IPA - International,7.0,40,3.5,3.54,https://untappd.s3.amazonaws.com/photo/2016_09_25/2a7b7dcbdd77043d34a6738db84daf7f_raw.jpg
St. Georgen Bock,Bock - Single / Traditional,6.2,0,2.75,3.22,https://untappd.s3.amazonaws.com/photo/2016_09_25/3f5006c5bbfeb3e3f4c465b221273540_raw.jpg
Hoptical Illusion,Pale Ale - American,5.0,32,3.0,3.57,https://untappd.s3.amazonaws.com/photo/2016_09_25/66527607bcc037a14838c93e2c7216e6_raw.jpg
Mr. Pink,Sour - Fruited Berliner Weisse,4.5,0,3.25,3.68,0
Punks Do It Bitter,English Bitter,4.3,30,3.75,3.55,https://untappd.s3.amazonaws.com/photo/2016_09_26/f8e8ac989aaf210db3fbb88dc13bf9dc_raw.jpg
Imperator Bałtycki,Porter - Imperial / Double Baltic,9.1,88,4.25,3.93,https://untappd.s3.amazonaws.com/photo/2016_09_26/1035a1dba8317d077835c7e0d668bf4d_raw.jpg
PMA,Pale Ale - American,5.3,45,3.75,3.64,https://untappd.s3.amazonaws.com/photo/2016_09_26/68caaad54f12195bddc0e6eadc44dfa7_raw.jpg
Illusion,IPA - Black / Cascadian Dark Ale,4.5,0,3.0,3.63,https://untappd.s3.amazonaws.com/photo/2016_09_26/fafe316a731e784a1a4affc9b4b871ce_raw.jpg
Vedett Extra Blond,Lager - Pale,5.2,26,3.75,3.27,https://untappd.s3.amazonaws.com/photo/2016_09_28/7f83a4f40611889ecb95f0dc77847bd9_raw.jpg
Jupiler,Lager - Pale,5.2,25,2.75,3.23,https://untappd.s3.amazonaws.com/photo/2016_09_28/7dd838321ca6c3b838ac16de1b59f9e5_raw.jpg
Bourgogne des Flandres Brune / Bruin,Sour - Flanders Red Ale,5.0,0,4.0,3.53,https://untappd.s3.amazonaws.com/photo/2016_09_28/21c643e9175f6c2b15448995703db142_raw.jpg
Timmermans Lambicus Blanche / Witte Lambic,Lambic - Traditional,4.5,0,4.0,3.49,https://untappd.s3.amazonaws.com/photo/2016_09_28/2f6dc084a7a8683b40330bfae79304a1_raw.jpg
Timmermans Lambic Doux / Zoete Lambic,Lambic - Traditional,5.0,0,4.0,3.47,https://untappd.s3.amazonaws.com/photo/2016_09_28/e8306b532e616286f442d724d17383bd_raw.jpg
Georges Pils,Pilsner - Other,5.0,0,3.0,2.9,0
Bolleke De Koninck (APA),Pale Ale - Belgian,5.2,23,3.25,3.33,0
Corsendonk Pater Dubbel / Abbey Brown Ale,Belgian Dubbel,6.5,22,4.0,3.56,0
Corsendonk Agnus Tripel / Abbey Pale Ale,Belgian Tripel,7.5,30,4.0,3.65,0
Duvel,Belgian Strong Golden Ale,8.5,33,4.0,3.75,https://untappd.s3.amazonaws.com/photo/2016_09_30/f7d750373788ccfb5b1e5d86845607d3_raw.jpg
Tempelier,Pale Ale - Belgian,6.0,25,4.25,3.4,https://untappd.s3.amazonaws.com/photo/2016_09_30/eeca7f44b3aa6c3cf51b047d64e0f9b2_raw.jpg
Pink Killer,Fruit Beer,5.0,0,2.0,2.7,0
Delirium Red,Fruit Beer,8.0,10,3.5,3.58,0
Viven Master IPA,IPA - American,7.0,50,3.75,3.65,https://untappd.s3.amazonaws.com/photo/2016_09_30/4cb78c8887849c2b2c785b7df112d44c_raw.jpg
Lupuloid,IPA - American,6.7,65,4.0,3.85,https://untappd.s3.amazonaws.com/photo/2016_10_01/9ab54dbf929c5ab930830dc16fcbe499_raw.jpg
IPA,IPA - American,6.43,70,3.75,3.72,https://untappd.s3.amazonaws.com/photo/2016_10_01/c8fd250dab2716ec28302bc9111722db_raw.jpg
Swole Mole,Pilsner - Imperial / Double,7.0,0,4.25,3.69,https://untappd.s3.amazonaws.com/photo/2016_10_01/24df3e2d05786797afd5b20a52e8bf7e_raw.jpg
Walnut Porter,Porter - Other,5.5,45,4.25,3.62,https://untappd.s3.amazonaws.com/photo/2016_10_01/a9b8459a7b444160e161a4da093cd1ae_raw.jpg
Rhyme & Reason,Pale Ale - American,5.7,55,3.5,3.72,https://untappd.s3.amazonaws.com/photo/2016_10_03/8d5ff6045b501a11014c33b0283b7dcf_raw.jpg
Ransack the Universe,IPA - American,6.8,85,4.25,3.84,https://untappd.s3.amazonaws.com/photo/2016_10_03/687c10034326fa8aa7ae5b549ff5bab2_raw.jpg
Stranger Than Fiction,Porter - American,5.5,25,4.0,3.73,https://untappd.s3.amazonaws.com/photo/2016_10_03/7bee472aa5e1649ef273fb49ec74d2b2_raw.jpg
König Ludwig Weissbier Hell / Royal Bavarian Hefe-Weizen,Hefeweizen,5.5,15,3.75,3.58,https://untappd.s3.amazonaws.com/photo/2016_10_03/8bacd8bbee571aae96b578cdd6fba900_raw.jpg
Christian Bale Ale,IPA - Session / India Session Ale,4.6,0,4.25,3.63,https://untappd.s3.amazonaws.com/photo/2016_10_03/9b1925b29a20d40e334c561d2e9bf22f_raw.jpg
India Pale Ale Citra Summit,IPA - American,7.3,0,4.0,3.93,https://untappd.s3.amazonaws.com/photo/2016_10_03/d6bf7a97480e5ffcd53083a72c5577ec_raw.jpg
Trooper Red 'N' Black Porter,Porter - English,6.8,0,3.75,3.61,https://untappd.s3.amazonaws.com/photo/2016_10_04/87214685b795360e86a5e1b834d6f8fd_raw.jpg
Dale's Pale Ale,Pale Ale - American,6.5,65,4.0,3.64,https://untappd.s3.amazonaws.com/photo/2016_10_04/7b84349b19ef0e702c20c6009e29a9b1_raw.jpg
Still Lifestyle,Porter - Coffee,7.3,0,3.5,3.7,https://untappd.s3.amazonaws.com/photo/2016_10_04/02bc70fb82b70c53725f0b6699454d77_raw.jpg
Joost Mag Het Weten,IPA - Triple,11.5,80,3.75,3.82,https://untappd.s3.amazonaws.com/photo/2016_10_05/bcb25e0cb7f9f9cbc1b900fbff38f9e0_raw.jpg
Hard Cider Extra / Sidra Extra (Ecológica),Cider - Traditional,4.1,0,2.25,3.42,https://untappd.s3.amazonaws.com/photo/2016_10_05/faabc86aff1b031fbab9b236ef2fc1bc_raw.jpg
Green Go,Pale Ale - American,6.0,30,3.75,3.61,https://untappd.s3.amazonaws.com/photo/2016_10_07/49d0c1f5260fe0e1424a204dbbab68f9_raw.jpg
Carajillo Stout,Stout - Imperial / Double White,11.0,50,4.0,3.72,https://untappd.s3.amazonaws.com/photo/2016_10_07/18d2b03cf737f7e59262a410035feac9_raw.jpg
Cappra,Lager - IPL (India Pale Lager),8.2,0,3.75,3.72,https://untappd.s3.amazonaws.com/photo/2016_10_07/3207cec0eacf43ffbc1218a84b0aacb1_raw.jpg
SAI,Farmhouse Ale - Saison,7.0,25,4.0,3.61,https://untappd.s3.amazonaws.com/photo/2016_10_07/728c18f232655ca633890f002045ebda_raw.jpg
Quelle,Farmhouse Ale - Other,4.1,35,4.25,3.55,0
Evergreen,IPA - American,6.0,0,3.5,3.77,0
Primus,Lager - Euro Pale,5.2,0,3.5,2.84,0
Tempus Project Deimos,Bock - Weizendoppelbock,8.4,0,4.0,3.8,0
Accidental Jedi,IPA - Triple,10.9,100,3.75,3.83,0
Page 24 - Barley Wine Cognac Barrel Aged (2015),Barleywine - American,10.9,40,4.0,3.89,0
Hüll Melon Saison,Farmhouse Ale - Saison,6.5,20,3.5,3.42,0
Hard Cider Dry / Sidra Seca,Cider - Dry,4.5,0,3.0,3.29,https://untappd.s3.amazonaws.com/photo/2016_10_09/5692c5e8d8a01f5d044871977f9e1bb9_raw.jpg
Perlenbacher Hefeweissbier / Wheat Beer,Hefeweizen,5.0,15,3.25,3.0,https://untappd.s3.amazonaws.com/photo/2016_10_09/125255dced2f81642f65331ea7bbe186_raw.jpg
Schwarzbier,Schwarzbier,4.9,0,2.75,2.71,https://untappd.s3.amazonaws.com/photo/2016_10_09/482df8e748ee473eaa1bc135c3fcec68_raw.jpg
Pango IPA,IPA - American,5.9,50,3.5,3.59,0
Harvest,IPA - International,6.0,0,3.75,3.92,0
Persikofeber IPA,IPA - American,6.5,0,3.75,3.65,0
Organic Chocolate Stout,Stout - English,5.0,28,3.0,4.06,0
Oatmeal Stout,Stout - Oatmeal,5.0,32,4.0,3.81,0
Viakrucis,IPA - American,6.0,62,3.75,3.6,0
Hopster Party,IPA - American,7.0,65,3.75,3.66,https://untappd.s3.amazonaws.com/photo/2016_10_12/81749b7f3b02922ce7faf7085fb244ab_raw.jpg
Harvest IPA (Mosaic Saison),IPA - English,6.7,0,4.5,3.77,https://untappd.s3.amazonaws.com/photo/2016_10_12/e9e64169b52cfeec8da8c9e1c64fb506_raw.jpg
Russian Imperial Stout,Stout - Russian Imperial,9.5,60,4.25,3.77,https://untappd.s3.amazonaws.com/photo/2016_10_13/a526bc84fa7b4e32d7ac173cadbdd011_raw.jpg
Mr Candy King,Sour - Fruited Berliner Weisse,4.8,0,5.0,3.8,https://untappd.s3.amazonaws.com/photo/2016_10_15/25dad61737f243a4cebfaca7dd3bbfae_raw.jpg
Toma Shock,IPA - American,6.5,130,3.75,3.91,https://untappd.s3.amazonaws.com/photo/2016_10_15/bd911f6e9d0673e7d9b88ff3dd35641b_raw.jpg
IPA 8,IPA - American,6.0,65,3.75,3.82,https://untappd.s3.amazonaws.com/photo/2016_10_15/f8126b1a0ad9d4b21faa6ae0392b0424_raw.jpg
Greed (The Sinner Series),Pilsner - German,4.6,35,3.75,3.21,https://untappd.s3.amazonaws.com/photo/2016_10_15/6ede535f2d876afe72b7dd4c1deb00c5_raw.jpg
Sloth (The Sinner Series),Pale Ale - American,6.0,72,3.75,3.64,https://untappd.s3.amazonaws.com/photo/2016_10_15/4b709fb53b538bb45558cb21916afcc0_raw.jpg
Wrath (The Sinner Series),Farmhouse Ale - Saison,6.5,0,4.0,3.5,https://untappd.s3.amazonaws.com/photo/2016_10_15/2b8f9f64c5e5b7ba658111c27d81b6ad_raw.jpg
Envy (The Sinner Series),IPA - American,6.5,85,4.25,3.68,https://untappd.s3.amazonaws.com/photo/2016_10_15/4cc009ab0a2bfa04a70a5ad397d015b5_raw.jpg
Lust (The Sinner Series),Belgian Strong Dark Ale,9.2,28,3.75,3.5,https://untappd.s3.amazonaws.com/photo/2016_10_15/f3c05cd34fb7ccf59c090140ade57e6a_raw.jpg
Gluttony (The Sinner Series),IPA - Imperial / Double,9.4,200,4.25,3.85,https://untappd.s3.amazonaws.com/photo/2016_10_15/58a83ac6a7f58194c5385b120df5e751_raw.jpg
Pride (The Sinner Series),Stout - Imperial / Double,10.0,0,4.75,3.92,https://untappd.s3.amazonaws.com/photo/2016_10_15/293816f954aa3aadbdc8afa9548eabee_raw.jpg
El Corte Inglés 75 Aniversario,Blonde Ale,5.0,50,3.0,2.95,https://untappd.s3.amazonaws.com/photo/2016_10_18/a6f99bf094c979dc846d1fbbdcf27f2c_raw.jpg
Human Cannonball,IPA - Imperial / Double,9.2,0,4.25,4.11,https://untappd.s3.amazonaws.com/photo/2016_10_18/e8033c566a26aaa0bdabebea7a9ec270_raw.jpg
Rule of Thirds,IPA - American,6.4,75,4.5,3.93,https://untappd.s3.amazonaws.com/photo/2016_10_18/102e2323afd98fa9f90ea4d78c98d1d8_raw.jpg
Rasputin / Moord & Doodslag,Stout - Russian Imperial,10.4,46,4.5,3.94,https://untappd.s3.amazonaws.com/photo/2016_10_18/b9094c7c3cf37784147d753fa34bb49e_raw.jpg
Tsarina Esra,Porter - Imperial / Double,10.1,93,3.75,4.02,https://untappd.s3.amazonaws.com/photo/2016_10_18/a81efb80804061c03085e1c7d355c9f2_raw.jpg
Munich,Lager - Munich Dunkel,6.2,18,3.25,3.19,https://untappd.s3.amazonaws.com/photo/2016_10_20/be5afbc875f354885fade7cb99a41c1e_raw.jpg
Pale Ale Mosaic El Dorado,Pale Ale - American,5.0,0,4.0,3.87,https://untappd.s3.amazonaws.com/photo/2016_10_21/6f46d26ee784a766ccff002f75b7d7a1_raw.jpg
Cierva - Blond Ale,Blonde Ale,5.0,0,3.0,2.95,https://untappd.s3.amazonaws.com/photo/2016_10_21/77e55ec670282aa0cd18393500920b9f_raw.jpg
Who Cares Editions: Freezbee Beer - Vol.3,IPA - Session / India Session Ale,4.4,0,4.25,3.79,https://untappd.s3.amazonaws.com/photo/2016_10_21/caebb1e4f7aa5f16523a14d3df2ac6d9_raw.jpg
Green Devil IPA,IPA - American,6.0,60,3.75,3.71,https://untappd.s3.amazonaws.com/photo/2016_10_21/0a46ad460a94d82ee8f70d577c653887_raw.jpg
Citra,Golden Ale,4.2,0,3.5,3.65,https://untappd.s3.amazonaws.com/photo/2016_10_24/edecefdbce923681978034a708210924_raw.jpg
Sagres Radler,Shandy / Radler,2.0,0,3.0,2.88,https://untappd.s3.amazonaws.com/photo/2016_10_24/34896c6a322ed6dd3855b4986b107ce2_raw.jpg
Summer Ale Piel De Limón Y Cardamomo ,Wheat Beer - Witbier,4.5,0,2.0,3.06,https://untappd.s3.amazonaws.com/photo/2016_10_24/d805f08c4b3b4f0aa7c8a1dc74c884a6_raw.jpg
Soproni Óvatos Duhaj Démon,Lager - Euro Dark,5.2,0,3.0,3.16,https://untappd.s3.amazonaws.com/photo/2016_10_25/54e2b0992fac856e008b5daf15ba1a55_raw.jpg
India Pale Ale,IPA - American,6.0,40,3.5,3.43,https://untappd.s3.amazonaws.com/photo/2016_10_25/1a8248b770035eb731d41c1c9667a683_raw.jpg
Brutus,Pilsner - German,5.0,0,4.0,2.95,https://untappd.s3.amazonaws.com/photo/2016_10_25/856fc422aa81c590e7bb522e89512427_raw.jpg
Oude Geuze (Vieille),Lambic - Gueuze,6.5,16,4.0,3.78,https://untappd.s3.amazonaws.com/photo/2016_10_28/f7610f975afc980000d6280fda9a8cb2_raw.jpg
Chili Hammer,Chilli / Chile Beer,7.2,250,3.5,3.59,https://untappd.s3.amazonaws.com/photo/2016_10_28/e9795a4b7108b7e65f19a7d2f52f8a77_raw.jpg
Neon Overlord,Chilli / Chile Beer,7.3,70,2.75,3.48,https://untappd.s3.amazonaws.com/photo/2016_10_28/7eb714cbb9b0be0861ce2fd8901a3c56_raw.jpg
The Lady of Cofitachequi,IPA - American,7.0,0,4.5,3.86,https://untappd.s3.amazonaws.com/photo/2016_10_28/26e72685e58bf7120397a2d05634ca9a_raw.jpg
Stones,English Bitter,4.2,21,2.0,3.15,https://untappd.s3.amazonaws.com/photo/2016_10_28/e9408c21e47daeb80d880a2044001bd8_raw.jpg
Ipa-nema 2.0,IPA - Session / India Session Ale,3.9,51,3.5,3.63,https://untappd.s3.amazonaws.com/photo/2016_10_28/e7e6f57b8b2b07f6e51916aaf25a1a12_raw.jpg
Bengal,IPA - American,5.9,70,3.75,3.51,https://untappd.s3.amazonaws.com/photo/2016_10_28/4a547561c7664c172313e37ebb8a83aa_raw.jpg
Hammurapi +21,Bock - Doppelbock,8.0,0,3.0,3.51,https://untappd.s3.amazonaws.com/photo/2016_10_28/d0cc6d27c0b7839959d28d7e2271963d_raw.jpg
Soproni 1895,Lager - Helles,5.3,0,3.0,2.94,https://untappd.s3.amazonaws.com/photo/2016_10_28/787df9c8b903b23f17ebeda1ad9509be_raw.jpg
Madame Porter,Porter - Other,5.0,24,1.75,3.44,https://untappd.s3.amazonaws.com/photo/2016_10_28/531aa01bf7e774ff4cf317315a7e0e3d_raw.jpg
Vertigo,Lager - IPL (India Pale Lager),5.6,60,2.0,3.39,https://untappd.s3.amazonaws.com/photo/2016_10_28/515b5e9eef56a99a225090a48b15cd89_raw.jpg
Balatonvilágosi,Pilsner - Other,5.0,28,1.5,3.24,https://untappd.s3.amazonaws.com/photo/2016_10_28/438e69d664c33f135790b5dec77895f4_raw.jpg
Mad Zitric,Pale Ale - American,5.2,0,3.75,3.53,0
Criolla,Red Ale - American Amber / Red,6.1,0,3.5,3.3,https://untappd.s3.amazonaws.com/photo/2016_10_31/a79e5346491154eb34d5d69ab69ca7a5_raw.jpg
Castiza,Blonde Ale,5.4,0,3.25,3.27,https://untappd.s3.amazonaws.com/photo/2016_10_31/2bb1d5b11416a8e5028ee34f404562b2_raw.jpg
Cierva - Saison,Farmhouse Ale - Saison,6.0,0,3.25,3.04,https://untappd.s3.amazonaws.com/photo/2016_10_31/664ff720c9f1bba20a379720fbe352ef_raw.jpg
Bomber IPA ,IPA - American,6.8,60,5.0,3.89,https://untappd.s3.amazonaws.com/photo/2016_11_02/7fee9c3fddc8ed993764b741a726a9da_raw.jpg
25,Pale Ale - English,5.5,0,3.5,2.64,https://untappd.s3.amazonaws.com/photo/2016_11_02/d4783d9f93919ee5c17104705c5fcba9_raw.jpg
Honey Blonde Ale,Blonde Ale,5.3,18,3.5,3.02,https://untappd.s3.amazonaws.com/photo/2016_11_02/eaf9aa964ef776ce2ab1fc6df1301ab9_raw.jpg
Esquelbécoise,Farmhouse Ale - Bière de Garde,5.6,0,3.75,3.52,0
Chula IPA,IPA - English,6.5,70,3.0,3.4,0
Chula,Pilsner - Other,4.9,20,2.75,3.18,0
IPA 4,IPA - American,6.0,60,4.5,3.78,https://untappd.s3.amazonaws.com/photo/2016_11_04/e470f93cfadb152555e38204b1384466_raw.jpg
Export India Porter,Porter - English,6.5,0,4.0,3.83,https://untappd.s3.amazonaws.com/photo/2016_11_05/229532182a9871e32f36a1cf84d23f3d_raw.jpg
Marabunta,IPA - Imperial / Double,7.5,60,3.75,3.74,https://untappd.s3.amazonaws.com/photo/2016_11_05/f8aa411b863ec8f9429ee98505a81383_raw.jpg
Hanami,Lager - IPL (India Pale Lager),5.8,40,3.75,3.54,https://untappd.s3.amazonaws.com/photo/2016_11_05/bd7e30202fa85bc2f4bed710cad9e990_raw.jpg
Blackcyl,IPA - Black / Cascadian Dark Ale,7.0,75,3.75,3.73,https://untappd.s3.amazonaws.com/photo/2016_11_05/52075cd7ee3b807703ad8074237297af_raw.jpg
Geuze Mariage Parfait,Lambic - Gueuze,8.0,20,4.0,3.85,https://untappd.s3.amazonaws.com/photo/2016_11_06/a0fe0c2d84f72e99a8883c44b1d4a285_raw.jpg
Perlenbacher Radler,Shandy / Radler,2.5,0,1.0,2.82,https://untappd.s3.amazonaws.com/photo/2016_11_06/5a9cbd877720d97814b60be16398a529_raw.jpg
Solis Dynamic IPA,IPA - American,7.5,85,4.0,3.75,https://untappd.s3.amazonaws.com/photo/2016_11_11/618ff074ad801efa5022b784b4500731_raw.jpg
Barrica,Belgian Strong Dark Ale,8.6,30,3.25,3.35,https://untappd.s3.amazonaws.com/photo/2016_11_11/af7cdf38e99ef15e5bd5e25f5e07cdf8_raw.jpg
Really Old Brown Dog Ale,Old Ale,11.1,34,5.0,3.85,https://untappd.s3.amazonaws.com/photo/2016_11_11/2e1e2b2694e12c01dd9c483506caf179_raw.jpg
Original,Blonde Ale,5.9,34,3.0,3.09,0
Imperial Stout Whisky Barrel Aged,Stout - Imperial / Double,9.5,65,4.0,3.91,https://untappd.s3.amazonaws.com/photo/2016_11_14/7cad6ad4f657e63e7fda973517f5b07a_raw.jpg
Ostadar,IPA - International,6.6,115,3.75,3.63,https://untappd.s3.amazonaws.com/photo/2016_11_14/4f471e5abf4e55dd73c6263e10e65799_raw.jpg
Passiflora Sour,Sour - Fruited Berliner Weisse,3.8,7,4.5,3.45,https://untappd.s3.amazonaws.com/photo/2016_11_14/a6db2273dc479a59961981ebee487a10_raw.jpg
Black Garlic,Porter - Other,5.8,30,3.5,3.38,https://untappd.s3.amazonaws.com/photo/2016_11_14/9c188e18c2d05e545c7b410436d600d4_raw.jpg
Breakfast Stout,Stout - Oatmeal,8.3,60,4.0,4.13,https://untappd.s3.amazonaws.com/photo/2016_11_14/4391e1385fcded6fe96ee9166c44752d_raw.jpg
Lawrence of Arabica,Porter - Coffee,7.0,32,3.75,3.82,https://untappd.s3.amazonaws.com/photo/2016_11_15/f88737ad4849a176e8ec35edcf2d6a75_raw.jpg
London Sour,Sour - Berliner Weisse,2.5,0,4.25,3.52,https://untappd.s3.amazonaws.com/photo/2016_11_15/283af5b40ba00c1fe3f8d16cb914b13b_raw.jpg
Radeberger Pilsner,Pilsner - German,4.8,33,3.25,3.18,https://untappd.s3.amazonaws.com/photo/2016_11_15/577e6a294d78aada6444250a29035e36_raw.jpg
Hel & Verdoemenis Bourbon Barrel Aged,Stout - Russian Imperial,11.0,102,4.75,4.28,https://untappd.s3.amazonaws.com/photo/2016_11_15/ef2ec96f508fcba7b182e9e8eb182a5c_raw.jpg
Little Drunken Owl,Belgian Quadrupel,9.0,0,3.25,3.73,https://untappd.s3.amazonaws.com/photo/2016_11_16/ce9f77c9c4f9cb6e04f995642f85ae49_raw.jpg
Stout,Stout - English,5.0,0,4.0,3.67,https://untappd.s3.amazonaws.com/photo/2016_11_16/c773c333db6b1e1c06ee68e6a99ae5ff_raw.jpg
Märzen,Märzen,6.5,22,3.5,3.33,https://untappd.s3.amazonaws.com/photo/2016_11_16/4695917a41ae44e02fa7af54d3724006_raw.jpg
Todd - The Axe Man,IPA - American,6.5,0,3.75,4.0,https://untappd.s3.amazonaws.com/photo/2016_11_16/5a00d90856f8d9fc7ae01840fc4bb573_raw.jpg
Sur Simcoe,Sour - Other,4.5,25,3.75,3.76,https://untappd.s3.amazonaws.com/photo/2016_11_18/e1eea269fb784aa02da6657d5a89b5fe_raw.jpg
Maes Pils,Pilsner - Other,5.2,15,2.5,2.84,https://untappd.s3.amazonaws.com/photo/2016_11_22/015ffdadacbea53cfc372275ed046630_raw.jpg
Brugs Witbier / Blanche de Bruges,Wheat Beer - Witbier,4.8,20,3.25,3.25,https://untappd.s3.amazonaws.com/photo/2016_11_23/adf0e84d700b6299dabb538b7fd17bb0_raw.jpg
Palm Spéciale,Pale Ale - Belgian,5.2,18,3.5,3.35,https://untappd.s3.amazonaws.com/photo/2016_11_23/0116d1d5dd3a5ff5dbf8d08249870e0f_raw.jpg
